Hugo_Symbol	meanh	meant	log(FC)
HOXA11	0.36960000000000015	24.548199999999998	6.053508675634918
RNF183	6.4928000000000035	65.63100000000003	3.337464739863362
RGCC	13613.388799999999	1415.6068	-3.265533741526419
SOGA3	31.677400000000002	4.576000000000001	-2.791294970327514
RGN	367.8104000000001	47.24779999999999	-2.9606432133800817
KLK6	2.8338	378.7207999999999	7.06225290715244
C1QTNF2	71.0926	12.351400000000002	-2.5250248211979534
FMO1	51.2468	252.9748	2.303459852046161
HBA1	20723.406199999998	726.4895999999998	-4.834175195446381
FGF12	30.063400000000012	175.82620000000003	2.548069979400658
HAS1	188.90839999999997	25.808999999999997	-2.8717407053086856
PEAR1	307.0264	59.38840000000002	-2.3701096424365433
RHBDL2	36.21039999999999	181.20760000000007	2.323167445685341
ACE	1848.6529999999998	352.9138	-2.3890867000976606
C1QL2	1.9797999999999993	14.798200000000001	2.901995100987658
CREG2	5.014399999999999	58.42300000000002	3.5423874519039695
AC079210.1	46.13539999999999	8.4088	-2.4559023284171126
PRAP1	1.7608000000000004	23.961399999999998	3.7664092479161573
SPRR2A	45.08400000000002	7811.999799999999	7.436932580250594
SALL4	4.5165999999999995	54.31860000000002	3.5881372399325104
C20orf26	64.22179999999999	12.719199999999994	-2.3360551690618694
CCDC170	116.46119999999998	16.9348	-2.7817865354750535
GPRC5A	9701.996799999999	1708.3657999999998	-2.505664781810428
IL13	13.652200000000008	1.6839999999999995	-3.019169411169789
HTR3E	0.9216000000000001	4.563599999999999	2.3079597229094344
F12	17.502999999999997	305.2408	4.124273687715808
MYEOV	8.7934	224.55539999999996	4.674506509035878
KRT81	4.287	56.2888	3.7148075699868355
COL6A6	269.6762	38.8114	-2.796675823710461
TCTEX1D1	114.07	19.864799999999995	-2.5216332444296623
CHRNA6	1.5022	18.431400000000004	3.6170168500219697
KCNB2	1.4338000000000002	14.8012	3.3677984439637183
ARHGAP11A	42.9432	304.78280000000007	2.8272798829352417
LRRC38	1.0459999999999998	9.1926	3.1355901140204248
LINGO1	22.64280000000001	112.95920000000002	2.318677498866856
PTPRH	6.776799999999998	82.34560000000002	3.6030154642825427
PLAU	594.6394	3647.3513999999996	2.616762238672143
MAGED4B	111.44780000000003	665.7076000000001	2.578520500953702
DNASE2B	97.3724	8.279400000000003	-3.555914775475685
CTHRC1	306.0486	2338.935200000001	2.9340192187462693
SIM2	6.777800000000001	70.25060000000002	3.3736215758583388
TRHDE	45.6758	8.1416	-2.488045749351425
ANGPTL7	45.60880000000001	1.6729999999999996	-4.768802861872433
ZIC2	2.321	95.77980000000001	5.366902995257379
RAET1L	1.5617999999999999	327.2228	7.71091974707069
TMEM151B	2.1597999999999997	10.6552	2.302588044574946
SNX22	232.1672	37.91460000000001	-2.6143387586205664
CCDC65	138.43880000000001	23.7064	-2.545899841082292
C21orf88	1.7934	11.5074	2.6817926975469213
INA	0.9197999999999997	41.43240000000001	5.493295383887715
CASC1	60.662000000000006	12.318800000000003	-2.2999313368355114
GNG11	1280.4460000000001	147.0374	-3.1223913452080008
PADI4	88.72360000000002	7.445799999999997	-3.5748191347802485
GPR116	3038.5608	256.23979999999995	-3.5678216774515175
KIAA1683	151.4856	24.079599999999996	-2.6532973277541307
SLFNL1	71.57920000000001	12.0122	-2.575040018958439
TCF24	0.8641999999999999	12.563800000000004	3.8617638412296995
SH2D4B	10.015200000000002	1.3614	-2.879028311591058
CTSG	269.06480000000005	39.722	-2.759943495497255
EMILIN3	6.602399999999999	52.86419999999999	3.001228599397134
MAMDC2	775.81	92.36339999999998	-3.0703101855539616
TMEM79	76.7322	505.92460000000005	2.721018365908362
C1orf162	2467.6638000000003	386.08499999999987	-2.676155442352011
CLEC4D	51.20320000000002	10.255999999999998	-2.3197658087783934
DNASE1L3	608.9148	61.070600000000034	-3.31769045444174
SLC9A3	1.6688000000000003	31.839599999999997	4.253939243375202
HIST1H2BH	10.190799999999998	203.4804	4.319550619587831
HS6ST2	20.725	135.68180000000004	2.710783207580501
CNTN2	1.1728	29.232799999999997	4.639559107463686
TNS4	27.489	907.2034	5.044499716908679
C1orf61	5.8948	123.04980000000002	4.383655636698427
CERS3	2.6922	364.319	7.080272836541786
GINS2	27.782200000000017	304.68160000000006	3.4550696247691772
RAB17	809.5066000000003	162.67139999999998	-2.3150822165167946
UPK3B	3140.6862000000006	172.14600000000002	-4.189375240261141
NEK10	76.1142	13.441800000000006	-2.5014392873164897
C10orf128	851.3228000000001	149.1498	-2.5129442258773675
ADRB2	619.8156000000002	80.815	-2.9391440659671426
EFNA3	30.289400000000004	339.83880000000005	3.4879656716708802
NPTX2	27.878800000000002	1180.9672	5.4046566219205925
SNX31	3.2044	41.236	3.685778240937919
OVOL1	16.083999999999993	213.0438	3.727451920456941
CSRNP1	2932.9512	356.7664000000001	-3.039301412168896
PDE11A	1.8412	9.734599999999999	2.4024753513664163
CD160	36.0522	5.6564	-2.672131248191016
MT1A	2064.453200000001	165.84919999999994	-3.63781575560837
SLC4A11	48.50640000000001	245.66340000000008	2.3404359186329806
CPB2	385.8696	12.476399999999991	-4.950839771133919
SULT1A1	1976.7864000000004	361.05280000000005	-2.4528752543519357
SEC14L6	244.21560000000008	18.475399999999997	-3.7244778549559348
VIP	17.803799999999995	2.2802000000000002	-2.96495292324803
IGFBP3	1359.2421999999997	7525.091399999999	2.4689065557323704
CDC25C	8.282999999999998	129.53679999999997	3.9670648112824782
RP11-664D7.4	281.8912	34.91379999999998	-3.0132691482304783
LRFN2	0.3802000000000001	2.2146	2.5422157063182125
HBB	57065.48040000002	1925.9163999999996	-4.889001320457945
GSTM5	418.3154	54.29059999999998	-2.9458167775971327
LONRF3	167.55319999999995	24.263199999999998	-2.78777749918827
SLC6A8	189.32200000000012	3186.642799999999	4.073123339291856
RXRG	110.01580000000001	8.846	-3.6365416798766153
C1orf74	38.609399999999994	187.2504	2.277944760824448
FBLN5	3439.4098000000004	471.86220000000003	-2.865723511228907
SLC39A2	2.6958	70.6376	4.711650953659368
KCNK17	118.33860000000004	23.626800000000003	-2.32442458267514
CST1	10.843200000000001	1287.4218	6.89155041151663
PRSS3	6.325	226.80260000000007	5.164227888985159
C16orf89	4444.930999999999	297.61020000000013	-3.9006651459198105
CD34	2336.722399999999	380.3934	-2.6189222336404074
CDH5	2632.7483999999995	258.3220000000001	-3.349327235090799
STEAP4	2013.5297999999998	201.02019999999996	-3.3243144376608544
ZNF556	0.6148	13.798799999999996	4.488281834552058
SLC5A4	25.6828	2.4666000000000006	-3.3802068142344424
FHL5	296.48640000000006	17.869599999999995	-4.052386683033228
ANKRD22	53.67580000000001	281.93160000000006	2.3930014961817863
MUSK	21.824400000000004	2.2614	-3.270653885641489
FAM83B	2.7004000000000006	235.78420000000006	6.448150111675918
ARL14	2.6455999999999995	23.652200000000004	3.16030752575855
HMGCLL1	55.795400000000015	8.600600000000004	-2.6976369707439676
AADACL2	2.8029999999999995	34.04419999999999	3.6023653824112833
PAPL	1.6236000000000002	66.1786	5.349096621679369
RNASE1	35086.12759999999	5294.697199999999	-2.7282806435961535
COL2A1	2.7848000000000006	53.94920000000001	4.275955942199545
OMG	525.6736000000002	63.39000000000001	-3.051840109633737
DHH	13.0528	2.5863999999999994	-2.335341999666438
LY6K	28.81479999999999	588.3483999999997	4.351788811958609
KCNA3	122.6232	17.650199999999995	-2.79647552277854
KPNA2	549.7103999999999	2898.2854	2.3984559878060976
SLC22A11	0.9444000000000001	5.4041999999999994	2.5166111205952384
COL6A5	129.943	25.330600000000004	-2.358925762900111
HECW1	5.020199999999999	36.62359999999999	2.8669568650598056
MYH2	9.186799999999998	0.7210000000000002	-3.671491256447838
FBP1	5649.516799999999	620.7482000000001	-3.186047401807746
NKAIN1	0.9721999999999998	30.432	4.968192206959344
SERPINB5	15.980199999999998	1796.4830000000004	6.81274600864026
C9orf171	105.6284	10.4554	-3.336677617710533
EPYC	1.0633999999999997	12.632199999999996	3.570349641394018
CXCR1	207.84779999999998	22.3448	-3.2175164407185335
EFCAB12	88.6778	14.264399999999993	-2.6361539144865778
HTR6	0.41280000000000006	2.0808	2.333623428519737
CCL15-CCL14	580.3507999999998	47.09620000000001	-3.6232426537481897
CGREF1	24.876400000000007	214.0394	3.1050267644719036
CNGB1	2.842	26.434600000000003	3.2174490367859776
UCHL1	259.8093999999999	3501.157199999999	3.752306305339212
LRRC18	51.092200000000005	5.293399999999999	-3.270836477064704
MAFA	2.0425999999999997	10.286399999999999	2.332259545422209
CCL17	170.27119999999996	34.21060000000001	-2.3153191233850556
IL36RN	1.6996000000000004	181.85920000000002	6.741482852554456
SLC51B	106.67680000000004	4.870999999999998	-4.452884660506982
DAPL1	25.2364	2504.1759999999995	6.632686028990984
SLAMF9	12.675800000000002	65.0868	2.3602881836726715
MS4A15	1568.7047999999998	48.397600000000004	-5.018494573100118
ADM2	18.0968	93.23020000000002	2.365062749231308
ESAM	3951.5714000000003	481.9498	-3.0354716881639656
KLF2	1787.9719999999995	239.9484	-2.897528045640968
SERPINA1	26191.5304	4563.034600000002	-2.5210348619907297
ATOH7	0.8042000000000002	5.363599999999999	2.737575408457148
SPN	903.4842	107.89520000000002	-3.06586868747631
GRHL1	82.59679999999999	524.2909999999999	2.666209986365425
WNT10B	10.121199999999996	64.50639999999997	2.67206195412142
NKPD1	0.8861999999999998	12.2564	3.7897591499053145
SLC9A3R2	6222.0012	1277.3686	-2.284203781075358
EPAS1	17616.9852	2101.9134	-3.0671919207429
TMEM252	11.391999999999996	0.7674000000000002	-3.891898476250966
ADAD2	5.705199999999999	31.42240000000001	2.461444008664102
CXorf28	1.5368000000000002	7.765599999999999	2.337167972947655
SLC13A5	2.6195999999999997	44.151799999999994	4.075053814223478
PNLDC1	5.9346	67.0832	3.4987288112463193
LDLRAD1	261.19040000000007	30.308399999999995	-3.107312273453526
GYLTL1B	113.03260000000004	947.2059999999999	3.0669392958810047
SPINK2	13.321800000000001	78.86060000000002	2.565515659006974
TEX26	18.8502	2.553	-2.884314387664253
GJB3	22.0346	692.3942000000002	4.973751027350894
RBL1	0.40020000000000006	2.5762	2.686451527232771
FCRL1	66.0798	10.139400000000002	-2.7042370369952873
C10orf107	109.96220000000002	12.021000000000004	-3.1933788553565785
SHCBP1	33.699200000000005	198.64500000000007	2.5594062323239477
PLP1	11.107799999999997	93.9982	3.081060024198925
DYNLRB2	315.55600000000004	49.840199999999996	-2.6625142923695435
KIR3DL1	17.9116	1.7331999999999996	-3.369384168711284
ENAM	6.409799999999998	1.0076000000000003	-2.6693563150711332
HSD17B6	1505.6247999999998	100.56620000000002	-3.904144890603044
